CMDLINE /home/advice/miniconda3/envs/torch_exp_dataset/bin/python /home/docker/side/torchcsvdataset/test/vaex_test.py
MEM 290.160156 1626411068.5936
MEM 290.160156 1626411068.7067
MEM 290.160156 1626411068.8198
MEM 290.160156 1626411068.9333
MEM 290.160156 1626411069.0470
MEM 290.160156 1626411069.1605
MEM 290.160156 1626411069.2742
MEM 290.160156 1626411069.3881
MEM 290.160156 1626411069.5029
MEM 290.160156 1626411069.6149
MEM 290.160156 1626411069.7292
MEM 290.160156 1626411069.8427
MEM 290.160156 1626411069.9548
MEM 290.160156 1626411070.0684
MEM 290.160156 1626411070.1835
MEM 290.160156 1626411070.2974
MEM 290.160156 1626411070.4120
MEM 290.160156 1626411070.5232
MEM 290.160156 1626411070.6367
MEM 290.160156 1626411070.7500
MEM 290.160156 1626411070.8635
MEM 290.160156 1626411070.9770
MEM 290.160156 1626411071.0905
MEM 290.160156 1626411071.2041
MEM 290.160156 1626411071.3177
MEM 290.160156 1626411071.4308
MEM 290.160156 1626411071.5447
MEM 290.160156 1626411071.6585
MEM 290.160156 1626411071.7722
MEM 290.160156 1626411071.8853
MEM 290.160156 1626411071.9991
MEM 290.160156 1626411072.1125
MEM 290.160156 1626411072.2260
MEM 290.160156 1626411072.3400
MEM 290.160156 1626411072.4544
MEM 290.160156 1626411072.5684
MEM 290.160156 1626411072.6806
MEM 290.160156 1626411072.7944
MEM 290.160156 1626411072.9075
MEM 290.160156 1626411073.0215
MEM 290.160156 1626411073.1349
MEM 290.160156 1626411073.2500
MEM 290.160156 1626411073.3644
MEM 290.160156 1626411073.4780
MEM 290.160156 1626411073.5918
MEM 290.160156 1626411073.7057
MEM 290.160156 1626411073.8193
MEM 290.160156 1626411073.9330
MEM 290.160156 1626411074.0458
MEM 290.160156 1626411074.1583
MEM 290.160156 1626411074.2695
MEM 290.160156 1626411074.3830
MEM 290.160156 1626411074.4931
MEM 290.160156 1626411074.6061
MEM 290.160156 1626411074.7213
MEM 290.160156 1626411074.8348
MEM 290.160156 1626411074.9483
MEM 290.160156 1626411075.0621
MEM 290.160156 1626411075.1730
MEM 290.160156 1626411075.2857
MEM 290.160156 1626411075.3966
MEM 290.160156 1626411075.5088
MEM 290.160156 1626411075.6198
MEM 290.160156 1626411075.7347
MEM 290.160156 1626411075.8460
MEM 290.160156 1626411075.9597
MEM 290.160156 1626411076.0731
MEM 290.160156 1626411076.1845
MEM 290.160156 1626411076.2981
MEM 290.160156 1626411076.4100
MEM 290.160156 1626411076.5235
MEM 290.160156 1626411076.6363
MEM 290.160156 1626411076.7496
MEM 290.160156 1626411076.8619
MEM 290.160156 1626411076.9717
MEM 290.160156 1626411077.0861
MEM 290.160156 1626411077.2007
MEM 290.222656 1626411077.3130
MEM 290.222656 1626411077.4265
MEM 290.222656 1626411077.5398
MEM 290.222656 1626411077.6531
MEM 290.222656 1626411077.7677
MEM 290.222656 1626411077.8811
MEM 290.222656 1626411077.9950
MEM 290.222656 1626411078.1081
MEM 290.222656 1626411078.2219
MEM 290.222656 1626411078.3357
MEM 290.222656 1626411078.4492
MEM 290.222656 1626411078.5619
MEM 290.222656 1626411078.6754
MEM 290.222656 1626411078.7881
MEM 290.222656 1626411078.9001
MEM 290.222656 1626411079.0112
MEM 290.222656 1626411079.1245
MEM 290.222656 1626411079.2367
MEM 290.222656 1626411079.3506
MEM 290.222656 1626411079.4637
MEM 290.222656 1626411079.5772
MEM 290.222656 1626411079.6892
MEM 290.222656 1626411079.8028
MEM 290.222656 1626411079.9149
MEM 290.222656 1626411080.0284
MEM 290.222656 1626411080.1406
MEM 290.222656 1626411080.2556
MEM 290.222656 1626411080.3683
MEM 290.222656 1626411080.4814
MEM 290.222656 1626411080.5983
MEM 290.222656 1626411080.7110
MEM 290.222656 1626411080.8223
MEM 290.222656 1626411080.9333
MEM 290.222656 1626411081.0462
MEM 290.222656 1626411081.1573
MEM 290.222656 1626411081.2709
MEM 290.222656 1626411081.3846
MEM 290.222656 1626411081.4977
MEM 290.222656 1626411081.6111
MEM 290.222656 1626411081.7249
MEM 290.222656 1626411081.8349
MEM 290.222656 1626411081.9481
MEM 290.222656 1626411082.0615
MEM 290.222656 1626411082.1738
MEM 290.222656 1626411082.2874
MEM 290.222656 1626411082.4026
MEM 290.222656 1626411082.5169
MEM 290.222656 1626411082.6312
MEM 290.222656 1626411082.7455
MEM 290.222656 1626411082.8565
MEM 290.222656 1626411082.9713
MEM 290.222656 1626411083.0852
MEM 290.222656 1626411083.2001
MEM 290.222656 1626411083.3140
MEM 290.222656 1626411083.4281
MEM 290.222656 1626411083.5473
MEM 290.222656 1626411083.6619
MEM 290.222656 1626411083.7749
MEM 290.222656 1626411083.8880
MEM 290.222656 1626411084.0031
MEM 290.222656 1626411084.1176
MEM 290.222656 1626411084.2317
MEM 290.222656 1626411084.3470
MEM 290.222656 1626411084.4624
MEM 290.222656 1626411084.5760
MEM 290.222656 1626411084.6902
MEM 290.222656 1626411084.8014
MEM 290.222656 1626411084.9142
MEM 290.222656 1626411085.0270
MEM 290.222656 1626411085.1404
MEM 290.222656 1626411085.2542
MEM 290.222656 1626411085.3694
MEM 290.222656 1626411085.4847
MEM 290.222656 1626411085.5999
MEM 290.222656 1626411085.7136
MEM 290.222656 1626411085.8258
MEM 290.222656 1626411085.9393
MEM 290.222656 1626411086.0531
MEM 290.222656 1626411086.1668
MEM 290.222656 1626411086.2804
MEM 290.222656 1626411086.3941
MEM 290.222656 1626411086.5077
MEM 290.222656 1626411086.6217
MEM 290.222656 1626411086.7338
MEM 290.222656 1626411086.8465
MEM 290.222656 1626411086.9590
MEM 290.222656 1626411087.0730
MEM 290.222656 1626411087.1865
MEM 290.222656 1626411087.3013
MEM 290.222656 1626411087.4148
MEM 290.222656 1626411087.5291
MEM 290.222656 1626411087.6430
MEM 290.222656 1626411087.7564
MEM 290.222656 1626411087.8695
MEM 290.222656 1626411087.9838
MEM 290.222656 1626411088.0952
MEM 290.222656 1626411088.2080
MEM 290.222656 1626411088.3209
MEM 290.222656 1626411088.4309
MEM 290.222656 1626411088.5436
MEM 290.222656 1626411088.6569
MEM 290.222656 1626411088.7694
MEM 290.222656 1626411088.8823
MEM 290.222656 1626411088.9958
MEM 290.222656 1626411089.1098
MEM 290.222656 1626411089.2231
MEM 290.222656 1626411089.3361
MEM 290.222656 1626411089.4487
MEM 290.222656 1626411089.5624
MEM 290.222656 1626411089.6763
MEM 290.222656 1626411089.7896
MEM 290.222656 1626411089.9035
MEM 290.222656 1626411090.0171
MEM 290.222656 1626411090.1309
MEM 290.222656 1626411090.2461
MEM 290.222656 1626411090.3597
MEM 290.222656 1626411090.4731
MEM 290.222656 1626411090.5852
MEM 290.222656 1626411090.6961
MEM 290.222656 1626411090.8100
MEM 290.222656 1626411090.9230
MEM 290.222656 1626411091.0361
MEM 290.222656 1626411091.1494
MEM 290.222656 1626411091.2628
MEM 290.222656 1626411091.3759
MEM 290.222656 1626411091.4891
MEM 290.222656 1626411091.6028
MEM 290.222656 1626411091.7162
MEM 290.222656 1626411091.8294
MEM 290.222656 1626411091.9429
MEM 290.222656 1626411092.0554
MEM 290.222656 1626411092.1680
MEM 290.222656 1626411092.2801
MEM 290.222656 1626411092.3937
MEM 290.222656 1626411092.5072
MEM 290.222656 1626411092.6207
MEM 290.222656 1626411092.7342
MEM 290.222656 1626411092.8476
MEM 290.222656 1626411092.9609
MEM 290.222656 1626411093.0717
MEM 290.222656 1626411093.1853
MEM 290.222656 1626411093.2987
MEM 290.222656 1626411093.4101
MEM 290.222656 1626411093.5241
MEM 290.222656 1626411093.6386
MEM 290.222656 1626411093.7523
MEM 290.222656 1626411093.8650
MEM 290.222656 1626411093.9786
MEM 290.222656 1626411094.0922
MEM 290.222656 1626411094.2053
MEM 290.222656 1626411094.3189
MEM 290.222656 1626411094.4325
MEM 290.222656 1626411094.5460
MEM 290.222656 1626411094.6588
MEM 290.222656 1626411094.7719
MEM 290.222656 1626411094.8840
MEM 290.222656 1626411094.9969
MEM 290.222656 1626411095.1104
MEM 290.222656 1626411095.2240
MEM 290.222656 1626411095.3362
MEM 290.222656 1626411095.4481
MEM 290.222656 1626411095.5612
MEM 290.222656 1626411095.6731
MEM 290.222656 1626411095.7864
MEM 290.222656 1626411095.8978
MEM 290.222656 1626411096.0099
MEM 290.222656 1626411096.1227
MEM 290.222656 1626411096.2361
MEM 290.222656 1626411096.3494
MEM 290.222656 1626411096.4612
MEM 290.222656 1626411096.5744
MEM 290.222656 1626411096.6871
MEM 290.222656 1626411096.7997
MEM 290.222656 1626411096.9123
MEM 290.222656 1626411097.0259
MEM 290.222656 1626411097.1386
MEM 290.222656 1626411097.2493
MEM 290.222656 1626411097.3627
MEM 290.222656 1626411097.4755
MEM 290.222656 1626411097.5881
MEM 290.222656 1626411097.6978
MEM 290.222656 1626411097.8113
MEM 290.222656 1626411097.9225
MEM 290.222656 1626411098.0352
MEM 290.222656 1626411098.1486
MEM 290.222656 1626411098.2621
MEM 290.222656 1626411098.3753
MEM 290.222656 1626411098.4889
MEM 290.222656 1626411098.6025
MEM 290.285156 1626411098.7163
MEM 290.285156 1626411098.8300
MEM 290.285156 1626411098.9420
MEM 290.285156 1626411099.0554
MEM 290.285156 1626411099.1690
MEM 290.285156 1626411099.2803
MEM 290.285156 1626411099.3937
MEM 290.285156 1626411099.5066
MEM 290.285156 1626411099.6200
MEM 290.285156 1626411099.7336
MEM 290.285156 1626411099.8462
MEM 290.285156 1626411099.9597
MEM 290.285156 1626411100.0732
MEM 290.285156 1626411100.1866
MEM 290.285156 1626411100.3001
MEM 290.285156 1626411100.4146
MEM 290.285156 1626411100.5268
MEM 290.285156 1626411100.6405
MEM 290.285156 1626411100.7544
MEM 290.285156 1626411100.8691
MEM 290.285156 1626411100.9823
MEM 290.285156 1626411101.0943
MEM 290.285156 1626411101.2071
MEM 290.285156 1626411101.3208
MEM 290.285156 1626411101.4344
MEM 290.285156 1626411101.5479
MEM 290.285156 1626411101.6608
MEM 290.285156 1626411101.7747
MEM 290.285156 1626411101.8882
MEM 290.285156 1626411101.9993
MEM 290.285156 1626411102.1127
MEM 290.285156 1626411102.2251
MEM 290.285156 1626411102.3369
MEM 290.285156 1626411102.4508
MEM 290.285156 1626411102.5648
MEM 290.285156 1626411102.6777
MEM 290.285156 1626411102.7914
MEM 290.285156 1626411102.9014
MEM 290.285156 1626411103.0166
MEM 290.285156 1626411103.1306
MEM 290.285156 1626411103.2458
MEM 290.285156 1626411103.3599
MEM 290.285156 1626411103.4736
MEM 290.285156 1626411103.5872
MEM 290.285156 1626411103.7006
MEM 290.285156 1626411103.8140
MEM 290.285156 1626411103.9276
MEM 290.285156 1626411104.0412
MEM 290.285156 1626411104.1519
MEM 290.285156 1626411104.2657
MEM 290.285156 1626411104.3794
MEM 290.285156 1626411104.4930
MEM 290.285156 1626411104.6028
MEM 290.285156 1626411104.7163
MEM 290.285156 1626411104.8299
MEM 290.285156 1626411104.9427
MEM 290.285156 1626411105.0561
MEM 290.285156 1626411105.1695
MEM 290.285156 1626411105.2821
MEM 290.285156 1626411105.3942
MEM 290.285156 1626411105.5064
MEM 290.285156 1626411105.6200
MEM 290.285156 1626411105.7335
MEM 290.285156 1626411105.8460
MEM 290.285156 1626411105.9577
MEM 290.285156 1626411106.0702
MEM 290.285156 1626411106.1827
MEM 290.285156 1626411106.2962
MEM 290.285156 1626411106.4092
MEM 290.285156 1626411106.5225
MEM 290.285156 1626411106.6361
MEM 290.285156 1626411106.7491
MEM 290.285156 1626411106.8626
MEM 290.285156 1626411106.9760
MEM 290.285156 1626411107.0894
MEM 290.285156 1626411107.2030
MEM 290.285156 1626411107.3127
MEM 290.285156 1626411107.4262
MEM 290.285156 1626411107.5390
MEM 290.347656 1626411107.6523
MEM 290.347656 1626411107.7657
MEM 290.347656 1626411107.8785
MEM 290.347656 1626411107.9915
MEM 290.347656 1626411108.1054
MEM 290.347656 1626411108.2192
MEM 290.347656 1626411108.3319
MEM 290.347656 1626411108.4438
MEM 290.347656 1626411108.5571
MEM 290.347656 1626411108.6706
MEM 290.347656 1626411108.7840
MEM 290.347656 1626411108.8975
MEM 290.347656 1626411109.0108
MEM 290.347656 1626411109.1248
MEM 290.347656 1626411109.2375
MEM 290.347656 1626411109.3510
MEM 290.347656 1626411109.4646
MEM 290.347656 1626411109.5782
MEM 290.347656 1626411109.6911
MEM 290.347656 1626411109.8041
MEM 290.347656 1626411109.9175
MEM 290.347656 1626411110.0309
MEM 290.347656 1626411110.1430
MEM 290.347656 1626411110.2557
MEM 290.347656 1626411110.3697
MEM 290.347656 1626411110.4847
MEM 290.347656 1626411110.5985
MEM 290.347656 1626411110.7099
MEM 290.347656 1626411110.8221
MEM 290.347656 1626411110.9373
MEM 290.347656 1626411111.0494
MEM 290.347656 1626411111.1635
MEM 290.347656 1626411111.2766
MEM 290.347656 1626411111.3887
MEM 290.347656 1626411111.5022
MEM 290.347656 1626411111.6150
MEM 290.347656 1626411111.7285
MEM 290.347656 1626411111.8409
MEM 290.347656 1626411111.9527
MEM 290.347656 1626411112.0658
MEM 290.347656 1626411112.1794
MEM 290.347656 1626411112.2932
MEM 290.347656 1626411112.4068
MEM 290.347656 1626411112.5201
MEM 290.347656 1626411112.6302
MEM 290.347656 1626411112.7437
MEM 290.347656 1626411112.8572
MEM 290.347656 1626411112.9683
MEM 290.347656 1626411113.0821
MEM 290.347656 1626411113.1958
MEM 290.347656 1626411113.3090
MEM 290.347656 1626411113.4206
MEM 290.347656 1626411113.5344
MEM 290.347656 1626411113.6479
MEM 290.347656 1626411113.7606
MEM 290.347656 1626411113.8741
MEM 290.347656 1626411113.9873
MEM 290.347656 1626411114.1006
MEM 290.347656 1626411114.2125
MEM 290.347656 1626411114.3259
MEM 290.347656 1626411114.4392
MEM 290.347656 1626411114.5544
MEM 290.347656 1626411114.6690
MEM 290.347656 1626411114.7838
MEM 290.347656 1626411114.8990
MEM 290.347656 1626411115.0133
MEM 290.347656 1626411115.1290
MEM 290.347656 1626411115.2441
MEM 290.347656 1626411115.3569
MEM 290.347656 1626411115.4739
MEM 290.347656 1626411115.5852
MEM 290.347656 1626411115.6997
MEM 290.347656 1626411115.8131
MEM 290.347656 1626411115.9273
MEM 290.347656 1626411116.0426
MEM 290.347656 1626411116.1577
MEM 290.347656 1626411116.2725
MEM 290.347656 1626411116.3853
MEM 290.347656 1626411116.4998
MEM 290.347656 1626411116.6135
MEM 290.347656 1626411116.7277
MEM 290.347656 1626411116.8432
MEM 290.347656 1626411116.9582
MEM 290.347656 1626411117.0769
MEM 290.347656 1626411117.1920
MEM 290.347656 1626411117.3071
MEM 290.347656 1626411117.4211
MEM 290.347656 1626411117.5354
MEM 290.347656 1626411117.6488
MEM 290.347656 1626411117.7632
MEM 290.347656 1626411117.8771
MEM 290.347656 1626411117.9898
MEM 290.347656 1626411118.1033
MEM 290.347656 1626411118.2171
MEM 290.347656 1626411118.3271
MEM 290.347656 1626411118.4429
MEM 290.347656 1626411118.5560
MEM 290.347656 1626411118.6659
MEM 290.347656 1626411118.7799
MEM 290.347656 1626411118.8931
MEM 290.410156 1626411119.0066
MEM 290.410156 1626411119.1189
MEM 290.410156 1626411119.2324
MEM 290.410156 1626411119.3459
MEM 290.410156 1626411119.4593
MEM 290.410156 1626411119.5727
MEM 290.410156 1626411119.6862
MEM 290.410156 1626411119.7995
MEM 290.410156 1626411119.9128
MEM 290.410156 1626411120.0258
MEM 290.410156 1626411120.1394
MEM 290.410156 1626411120.2528
MEM 290.410156 1626411120.3673
MEM 290.410156 1626411120.4817
MEM 290.410156 1626411120.5952
MEM 290.410156 1626411120.7090
MEM 290.410156 1626411120.8216
MEM 290.410156 1626411120.9315
MEM 290.410156 1626411121.0448
MEM 290.410156 1626411121.1586
MEM 290.410156 1626411121.2721
MEM 290.410156 1626411121.3852
MEM 290.410156 1626411121.4973
MEM 290.410156 1626411121.6114
MEM 290.410156 1626411121.7254
MEM 290.410156 1626411121.8381
MEM 290.410156 1626411121.9514
MEM 290.410156 1626411122.0646
MEM 290.410156 1626411122.1782
MEM 290.410156 1626411122.2916
MEM 290.410156 1626411122.4042
MEM 290.410156 1626411122.5193
MEM 290.410156 1626411122.6331
MEM 290.410156 1626411122.7468
MEM 290.410156 1626411122.8594
MEM 290.410156 1626411122.9726
MEM 290.410156 1626411123.0856
MEM 290.410156 1626411123.1987
MEM 290.410156 1626411123.3125
MEM 290.410156 1626411123.4258
MEM 290.410156 1626411123.5395
MEM 290.410156 1626411123.6537
MEM 290.410156 1626411123.7664
MEM 290.410156 1626411123.8798
MEM 290.410156 1626411123.9932
MEM 290.410156 1626411124.1067
MEM 290.410156 1626411124.2198
MEM 290.410156 1626411124.3325
MEM 290.410156 1626411124.4441
MEM 290.410156 1626411124.5568
MEM 290.410156 1626411124.6689
MEM 290.410156 1626411124.7812
MEM 290.410156 1626411124.8936
MEM 290.410156 1626411125.0069
MEM 290.410156 1626411125.1194
MEM 290.410156 1626411125.2317
MEM 290.410156 1626411125.3443
MEM 290.410156 1626411125.4550
MEM 290.410156 1626411125.5678
MEM 290.410156 1626411125.6812
MEM 290.410156 1626411125.7938
MEM 290.410156 1626411125.9068
MEM 290.410156 1626411126.0196
MEM 290.410156 1626411126.1333
MEM 290.410156 1626411126.2452
MEM 290.410156 1626411126.3570
MEM 290.410156 1626411126.4705
MEM 290.410156 1626411126.5828
MEM 290.410156 1626411126.6965
MEM 290.410156 1626411126.8087
MEM 290.410156 1626411126.9221
MEM 290.410156 1626411127.0335
MEM 290.410156 1626411127.1463
MEM 290.410156 1626411127.2596
MEM 290.410156 1626411127.3782
MEM 290.410156 1626411127.4918
MEM 290.410156 1626411127.6055
MEM 290.410156 1626411127.7196
MEM 290.410156 1626411127.8346
MEM 290.410156 1626411127.9495
MEM 290.410156 1626411128.0630
MEM 290.410156 1626411128.1772
MEM 290.410156 1626411128.2889
MEM 290.410156 1626411128.3998
MEM 290.410156 1626411128.5136
MEM 290.410156 1626411128.6273
MEM 290.410156 1626411128.7408
MEM 290.410156 1626411128.8529
MEM 290.410156 1626411128.9661
MEM 290.410156 1626411129.0789
MEM 290.410156 1626411129.1921
MEM 290.410156 1626411129.3062
MEM 290.410156 1626411129.4187
MEM 290.410156 1626411129.5313
MEM 290.410156 1626411129.6448
MEM 290.410156 1626411129.7582
MEM 290.410156 1626411129.8719
MEM 290.410156 1626411129.9852
MEM 290.410156 1626411130.0978
MEM 290.410156 1626411130.2108
MEM 290.410156 1626411130.3232
MEM 290.410156 1626411130.4329
MEM 290.410156 1626411130.5463
MEM 290.410156 1626411130.6596
MEM 290.410156 1626411130.7730
MEM 290.410156 1626411130.8849
MEM 290.410156 1626411130.9982
MEM 290.410156 1626411131.1117
MEM 290.410156 1626411131.2245
MEM 290.410156 1626411131.3375
MEM 290.410156 1626411131.4515
MEM 290.410156 1626411131.5643
MEM 290.410156 1626411131.6778
MEM 290.410156 1626411131.7903
MEM 290.410156 1626411131.9034
MEM 290.410156 1626411132.0169
MEM 290.410156 1626411132.1303
MEM 290.410156 1626411132.2438
MEM 290.410156 1626411132.3578
MEM 290.410156 1626411132.4712
MEM 290.410156 1626411132.5847
MEM 290.410156 1626411132.6984
MEM 290.410156 1626411132.8119
MEM 290.410156 1626411132.9249
MEM 290.410156 1626411133.0383
MEM 290.410156 1626411133.1509
MEM 290.410156 1626411133.2653
MEM 290.410156 1626411133.3781
MEM 290.410156 1626411133.4903
MEM 290.410156 1626411133.6028
MEM 290.410156 1626411133.7157
MEM 290.410156 1626411133.8292
MEM 290.410156 1626411133.9411
MEM 290.410156 1626411134.0546
MEM 290.410156 1626411134.1673
MEM 290.410156 1626411134.2800
MEM 290.410156 1626411134.3920
MEM 290.410156 1626411134.5049
MEM 290.410156 1626411134.6182
MEM 290.410156 1626411134.7316
MEM 290.410156 1626411134.8434
MEM 290.410156 1626411134.9570
MEM 290.410156 1626411135.0704
MEM 290.410156 1626411135.1824
MEM 290.410156 1626411135.2941
MEM 290.410156 1626411135.4069
MEM 290.410156 1626411135.5195
MEM 290.410156 1626411135.6321
MEM 290.410156 1626411135.7456
MEM 290.410156 1626411135.8585
MEM 290.410156 1626411135.9710
MEM 290.410156 1626411136.0845
MEM 290.410156 1626411136.1979
MEM 290.410156 1626411136.3104
MEM 290.410156 1626411136.4222
MEM 290.410156 1626411136.5344
MEM 290.410156 1626411136.6441
MEM 290.472656 1626411136.7574
MEM 290.472656 1626411136.8700
MEM 290.472656 1626411136.9827
MEM 290.472656 1626411137.0963
MEM 290.472656 1626411137.2083
MEM 290.472656 1626411137.3206
MEM 290.472656 1626411137.4342
MEM 290.472656 1626411137.5479
MEM 290.472656 1626411137.6607
MEM 290.472656 1626411137.7741
MEM 290.472656 1626411137.8869
MEM 290.472656 1626411138.0004
MEM 290.472656 1626411138.1139
MEM 290.472656 1626411138.2273
MEM 290.472656 1626411138.3404
MEM 290.472656 1626411138.4528
MEM 290.472656 1626411138.5641
MEM 290.472656 1626411138.6763
MEM 290.472656 1626411138.7893
MEM 290.472656 1626411138.9029
MEM 290.472656 1626411139.0160
MEM 290.472656 1626411139.1281
MEM 290.472656 1626411139.2413
MEM 290.472656 1626411139.3548
MEM 290.472656 1626411139.4683
MEM 290.472656 1626411139.5819
MEM 290.472656 1626411139.6935
MEM 290.472656 1626411139.8072
MEM 290.472656 1626411139.9197
MEM 290.472656 1626411140.0296
MEM 290.472656 1626411140.1423
MEM 290.472656 1626411140.2557
MEM 290.472656 1626411140.3678
MEM 290.472656 1626411140.4794
MEM 290.472656 1626411140.5915
MEM 290.472656 1626411140.7058
MEM 290.472656 1626411140.8193
MEM 290.472656 1626411140.9321
MEM 290.472656 1626411141.0440
MEM 290.472656 1626411141.1572
MEM 290.472656 1626411141.2709
MEM 290.472656 1626411141.3841
MEM 290.472656 1626411141.4973
MEM 290.472656 1626411141.6099
MEM 290.472656 1626411141.7232
MEM 290.472656 1626411141.8362
MEM 290.472656 1626411141.9473
MEM 290.472656 1626411142.0607
MEM 290.472656 1626411142.1724
MEM 290.472656 1626411142.2853
MEM 290.472656 1626411142.3973
MEM 290.472656 1626411142.5106
MEM 290.472656 1626411142.6241
MEM 290.472656 1626411142.7370
MEM 290.472656 1626411142.8500
MEM 290.472656 1626411142.9630
MEM 290.472656 1626411143.0754
MEM 290.472656 1626411143.1863
MEM 290.472656 1626411143.3005
MEM 290.472656 1626411143.4158
MEM 290.472656 1626411143.5308
MEM 290.472656 1626411143.6459
MEM 290.472656 1626411143.7573
MEM 290.472656 1626411143.8715
MEM 290.472656 1626411143.9832
MEM 290.472656 1626411144.0957
MEM 290.472656 1626411144.2057
MEM 290.472656 1626411144.3186
MEM 290.472656 1626411144.4326
MEM 290.472656 1626411144.5465
MEM 290.472656 1626411144.6598
MEM 290.472656 1626411144.7732
MEM 290.472656 1626411144.8872
MEM 290.472656 1626411145.0007
MEM 290.472656 1626411145.1145
MEM 290.472656 1626411145.2282
MEM 290.472656 1626411145.3419
MEM 290.472656 1626411145.4549
MEM 290.472656 1626411145.5692
MEM 290.472656 1626411145.6842
MEM 290.472656 1626411145.7975
MEM 290.472656 1626411145.9115
MEM 290.472656 1626411146.0256
MEM 290.472656 1626411146.1402
MEM 290.535156 1626411146.2517
MEM 290.535156 1626411146.3664
MEM 290.535156 1626411146.4805
MEM 290.535156 1626411146.5942
MEM 290.535156 1626411146.7077
MEM 290.535156 1626411146.8218
MEM 290.535156 1626411146.9357
MEM 290.535156 1626411147.0464
MEM 290.535156 1626411147.1595
MEM 290.535156 1626411147.2737
MEM 290.535156 1626411147.3890
MEM 290.535156 1626411147.4994
MEM 290.535156 1626411147.6131
MEM 290.535156 1626411147.7267
MEM 290.535156 1626411147.8401
MEM 290.535156 1626411147.9533
MEM 290.535156 1626411148.0670
MEM 290.535156 1626411148.1791
MEM 290.535156 1626411148.2921
MEM 290.535156 1626411148.4058
MEM 290.535156 1626411148.5194
MEM 290.535156 1626411148.6314
MEM 290.535156 1626411148.7449
MEM 290.535156 1626411148.8585
MEM 290.535156 1626411148.9729
MEM 290.535156 1626411149.0859
MEM 290.535156 1626411149.1986
MEM 290.535156 1626411149.3119
MEM 290.535156 1626411149.4251
MEM 290.535156 1626411149.5383
MEM 290.535156 1626411149.6509
MEM 290.535156 1626411149.7648
MEM 290.535156 1626411149.8772
MEM 290.535156 1626411149.9897
MEM 290.535156 1626411150.1010
MEM 290.535156 1626411150.2147
MEM 290.535156 1626411150.3283
MEM 290.535156 1626411150.4413
MEM 290.535156 1626411150.5549
MEM 290.535156 1626411150.6689
MEM 290.535156 1626411150.7810
MEM 290.535156 1626411150.8909
MEM 290.535156 1626411151.0039
MEM 290.535156 1626411151.1178
MEM 290.535156 1626411151.2314
MEM 290.535156 1626411151.3438
MEM 290.535156 1626411151.4582
MEM 290.535156 1626411151.5714
MEM 290.535156 1626411151.6855
MEM 290.535156 1626411151.7991
MEM 290.535156 1626411151.9128
MEM 290.535156 1626411152.0262
MEM 290.535156 1626411152.1387
MEM 290.535156 1626411152.2517
MEM 290.535156 1626411152.3627
MEM 290.535156 1626411152.4760
MEM 290.535156 1626411152.5894
MEM 290.535156 1626411152.6994
MEM 290.535156 1626411152.8115
MEM 290.535156 1626411152.9267
MEM 290.535156 1626411153.0417
MEM 290.535156 1626411153.1535
MEM 290.535156 1626411153.2660
MEM 290.535156 1626411153.3798
MEM 290.535156 1626411153.4932
MEM 290.535156 1626411153.6065
MEM 290.535156 1626411153.7189
MEM 290.535156 1626411153.8312
MEM 290.535156 1626411153.9446
MEM 290.535156 1626411154.0579
MEM 290.535156 1626411154.1718
MEM 290.535156 1626411154.2841
MEM 290.535156 1626411154.3962
MEM 290.535156 1626411154.5092
MEM 290.535156 1626411154.6223
MEM 290.535156 1626411154.7361
MEM 290.535156 1626411154.8496
MEM 290.535156 1626411154.9630
MEM 290.535156 1626411155.0763
MEM 290.535156 1626411155.1871
MEM 290.535156 1626411155.3025
MEM 290.535156 1626411155.4160
MEM 290.535156 1626411155.5294
MEM 290.535156 1626411155.6433
MEM 290.535156 1626411155.7571
MEM 290.535156 1626411155.8705
MEM 290.535156 1626411155.9835
MEM 290.535156 1626411156.0979
MEM 290.535156 1626411156.2123
MEM 290.535156 1626411156.3241
MEM 290.535156 1626411156.4372
MEM 290.535156 1626411156.5493
MEM 290.535156 1626411156.6627
MEM 290.535156 1626411156.7775
MEM 290.535156 1626411156.8906
MEM 290.535156 1626411157.0040
MEM 290.535156 1626411157.1176
MEM 290.535156 1626411157.2311
MEM 290.535156 1626411157.3454
MEM 290.535156 1626411157.4579
MEM 290.535156 1626411157.5701
MEM 290.535156 1626411157.6829
MEM 290.535156 1626411157.7963
MEM 290.535156 1626411157.9082
MEM 290.535156 1626411158.0232
MEM 290.535156 1626411158.1372
MEM 290.535156 1626411158.2498
MEM 290.535156 1626411158.3633
MEM 290.535156 1626411158.4760
MEM 290.535156 1626411158.5887
MEM 290.535156 1626411158.7025
MEM 290.535156 1626411158.8157
MEM 290.535156 1626411158.9286
MEM 290.535156 1626411159.0410
MEM 290.535156 1626411159.1525
MEM 290.535156 1626411159.2659
MEM 290.535156 1626411159.3767
MEM 290.597656 1626411159.4900
MEM 290.597656 1626411159.6034
MEM 290.597656 1626411159.7170
MEM 290.597656 1626411159.8303
MEM 290.597656 1626411159.9432
MEM 290.597656 1626411160.0532
MEM 290.597656 1626411160.1672
MEM 290.597656 1626411160.2808
MEM 290.597656 1626411160.3929
MEM 290.597656 1626411160.5061
MEM 290.597656 1626411160.6195
MEM 290.597656 1626411160.7331
MEM 290.597656 1626411160.8465
MEM 290.597656 1626411160.9595
MEM 290.597656 1626411161.0705
MEM 290.597656 1626411161.1835
